task,method,median_loss,mean_loss,std_loss,iqr_loss,median_rcu_hpo,median_rcu_total,n_seeds,rank,L_min,L_max,L_random,norm_regret,tier,is_author
L2/yahpo__lcbench__167152/yahpo,CMA-ES,0.17563598603010178,0.17000212371349335,0.0188229926949257,0.017665542662143707,0.823772965894036,12.155319181389133,10,9.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.9932031201885602,L2,False
L2/yahpo__lcbench__167152/yahpo,DEHB,0.18086949735879898,0.18609848916530608,0.0242998860009956,0.015839267522096634,0.35590710320505287,10.280275897616391,10,11.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,1.0805091874089991,L2,False
L2/yahpo__lcbench__167152/yahpo,GP-BO,0.11609900370240211,0.12833563685417176,0.04197952810420702,0.07968775369226933,1503.6640210942173,1516.5415457923955,10,1.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.0,L2,False
L2/yahpo__lcbench__167152/yahpo,L-SHADE,0.16967853158712387,0.16240690127015114,0.03465521991387987,0.036130040884017944,0.7374771866362126,11.951711321603637,10,8.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.8938201466179635,L2,False
L2/yahpo__lcbench__167152/yahpo,Random,0.17604342103004456,0.18053686767816543,0.024422815646810904,0.04121943563222885,0.05891260802996019,11.128620600987654,10,10.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,1.0,L2,False
L2/yahpo__lcbench__167152/yahpo,SACMA-DAC,0.13766399025917053,0.14331531897187233,0.02979134730045022,0.041978560388088226,561.0658988212028,567.3826173470379,10,4.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.35974970678085244,L2,True
L2/yahpo__lcbench__167152/yahpo,SACMA-MAB,0.15204201638698578,0.14794892445206642,0.028280273926551035,0.04962664842605591,172.36528252214976,184.5928319485014,10,6.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.5996056728373452,L2,True
L2/yahpo__lcbench__167152/yahpo,SMAC,0.12039689347147942,0.13276567682623863,0.029908044036150636,0.04439057037234306,55.81738600012276,67.0489705137796,10,2.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.07169791551373368,L2,False
L2/yahpo__lcbench__167152/yahpo,Sigma-CMA,0.1638336032629013,0.3155584126710892,0.536545608517983,0.0645657479763031,35.67782079400541,46.66988547687229,10,7.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.7963143473326768,L2,True
L2/yahpo__lcbench__167152/yahpo,TPE,0.12837149947881699,0.134199371188879,0.01871198307598749,0.013367900624871254,19.228070947266083,31.299444233856246,10,3.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.20473125477784232,L2,False
